n_snp,var_cos,cache_pool_cos,ref_pool_cos,cache_relerr,ref_relerr
1,1.0,0.9999982118606567,0.9999975562095642,0.002166151301935315,0.002532459096983075
1,0.9999998807907104,0.9999992251396179,0.9999993443489075,0.0015635283198207617,0.0015370239270851016
2,0.9999887943267822,0.999995231628418,0.9999942183494568,0.0030562588945031166,0.0033978798892349005
1,1.0000001192092896,0.9999986290931702,0.9999982118606567,0.0016087403055280447,0.0018750685267150402
1,1.0000001192092896,0.9999985098838806,0.9999980926513672,0.0017899541417136788,0.0019004872301593423
1,0.9999998807907104,0.9999988079071045,0.9999985098838806,0.0015260550426319242,0.00164277374278754
1,0.9999999403953552,0.9999873638153076,0.9999872446060181,0.005055500194430351,0.005056801252067089
1,0.9999999403953552,0.9999977350234985,0.9999970197677612,0.0020881963428109884,0.002377126133069396
1,1.0,0.9999926090240479,0.9999926090240479,0.006959379184991121,0.006970475427806377
1,0.9999998807907104,0.9999984502792358,0.9999984502792358,0.001782784005627036,0.0018887645564973354
1,1.0000001192092896,0.9999990463256836,0.9999988079071045,0.0015579526079818606,0.0017065469874069095
2,0.9999938011169434,0.9999985098838806,0.9999979138374329,0.0022795407567173243,0.0024943994358181953
1,1.0,0.9999986886978149,0.9999985098838806,0.0016857244772836566,0.001751395990140736
1,1.0,0.9999960660934448,0.9999954700469971,0.0028261523693799973,0.0030317408964037895
1,0.9999999403953552,0.9999933242797852,0.9999932646751404,0.0036311601288616657,0.0037042933981865644
1,1.0,0.9999996423721313,0.9999997019767761,0.0009140192996710539,0.0009002527804113925
1,1.0,0.9999979734420776,0.9999975562095642,0.0020526908338069916,0.0022203493863344193
2,0.9999992847442627,0.9999989867210388,0.9999986886978149,0.0015941343735903502,0.0018742573447525501
1,1.0,0.9999997615814209,0.9999997019767761,0.0007662499556317925,0.0007835821597836912
1,0.9999998807907104,0.9999991655349731,0.9999988079071045,0.0013566624838858843,0.0016719769919291139
1,1.0,0.9999945163726807,0.9999948740005493,0.0036716109607368708,0.003614436835050583
1,1.0000001192092896,0.9999996423721313,0.9999995231628418,0.0008640589658170938,0.0010021820198744535
2,0.9999988675117493,0.9999985098838806,0.999998152256012,0.0027051239740103483,0.0026856919284909964
1,1.0,0.9999701380729675,0.9999700784683228,0.010799788869917393,0.010796659626066685
1,1.0,0.9999991655349731,0.999998927116394,0.001577717368490994,0.0016355596017092466
1,1.0,0.9999984502792358,0.9999983310699463,0.0021630856208503246,0.002203828888013959
1,1.0000001192092896,0.9999939203262329,0.9999932050704956,0.0036252436693757772,0.0038147878367453814
1,1.0000001192092896,0.9999974966049194,0.9999974370002747,0.0023016813211143017,0.0023467603605240583
1,0.9999998807907104,0.9999986886978149,0.9999986886978149,0.0015778456581756473,0.0015585082583129406
1,1.0,0.9999992847442627,0.9999988675117493,0.0013983708340674639,0.0016197627410292625
1,1.0,0.9999990463256836,0.9999982714653015,0.0014859321527183056,0.0021613205317407846
1,1.0,0.9999976754188538,0.9999975562095642,0.0022591743618249893,0.0022743060253560543
1,0.9999998807907104,0.9999942183494568,0.9999932050704956,0.0034834216348826885,0.0036844336427748203
1,1.0000001192092896,0.9999992847442627,0.9999990463256836,0.001355974469333887,0.0013885842636227608
1,1.0000001192092896,0.9999992847442627,0.9999991655349731,0.0011795387836173177,0.0012382351560518146
1,1.0,0.9999980926513672,0.9999978542327881,0.001969770761206746,0.002041507512331009
1,1.0,0.9999989867210388,0.9999990463256836,0.0015793511411175132,0.0015268062707036734
1,1.0,0.9999987483024597,0.9999987483024597,0.0015796887455508113,0.0016327014891430736
